run_folder,video_number,r_local_cm,r_global_cm,tau_sec,autocorr,min_lag_sec,max_lag_sec,persistence_threshold,source_csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.03436667,0.3095902884,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.06773333,0.306530677,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.1011,0.2933707829,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.13446667,0.2901203532,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.16783333,0.2879823326,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.2012,0.2687807071,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.23456667,0.2762208768,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.26793333,0.2731535535,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.3013,0.2715271729,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.33466667,0.2802948451,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.36803333,0.2818631182,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.4014,0.280902017,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.43476667,0.2830969411,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.46813333,0.2820856535,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.5015,0.2962789005,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.53486667,0.2836158339,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.56823333,0.2761989,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.6016,0.2677810066,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.63496667,0.2489587699,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.66833333,0.2469569219,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.7017,0.2343320483,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.73506667,0.2250178586,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.76843333,0.2153162448,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.8018,0.2075328779,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.83516667,0.2052261024,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.86853333,0.2099366426,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.9019,0.2102558767,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.93526667,0.2144804164,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,1.96863333,0.2175022061,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_125946_video02_target30cm,2,30.0,30.0,2.002,0.22066368,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_125946_video02_target30cm\center_autocorr_curve.csv
run_20260603_130056_video03_target60cm,3,60.0,60.0,0.0,1.0,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_130056_video03_target60cm\center_autocorr_curve.csv
run_20260603_130056_video03_target60cm,3,60.0,60.0,0.03336667,0.9084255734,0.1001,2.002,0.1,C:\tail_analysis\results_radial_autocorr_spatial_extension\run_20260603_130056_video03_target60cm\center_autocorr_curve.csv
